Sparse format camera coordinates file
1900	4	296
1307	1	1824.683760
1312	1	1769.736170
1317	1	1763.165789
1322	1	1727.685727
1327	1	1693.519742
1332	1	1661.981909
1337	1	1655.411528
1342	1	1644.898917
1347	1	1626.501848
1352	1	1617.303313
1357	1	1600.220321
1362	1	1581.823252
1367	1	1556.855801
1372	1	1541.086885
1377	1	1518.747587
1382	1	1501.664594
1387	1	1480.639372
1392	1	1471.440838
1397	1	1471.440838
1402	1	1492.466060
1407	1	1513.491281
1412	1	1533.202427
1417	1	1546.343190
1422	1	1562.112106
1427	1	1576.566946
1432	1	1578.027511
1437	1	1576.298991
1442	1	1568.952785
1447	1	1534.814532
1452	1	1521.418508
1457	1	1494.194331
1462	1	1468.698674
1467	1	1441.474497
1472	1	1414.250320
1477	1	1391.347441
1482	1	1377.519288
1487	1	1359.369837
1492	1	1333.874179
1497	1	1309.079596
1502	1	1285.406708
1507	1	1260.368077
1512	1	1234.418949
1517	1	1209.835566
1522	1	1191.170404
1527	1	1175.691977
1532	1	1153.840081
1537	1	1126.069962
1542	1	1098.755092
1547	1	1075.992699
1552	1	1050.043572
1557	1	1025.460189
1562	1	1009.959022
1567	1	993.285428
1572	1	972.064490
1577	1	947.433045
1582	1	925.075271
1587	1	900.443825
1592	1	875.812380
1597	1	858.001950
1602	1	846.633590
1607	1	831.096832
1612	1	806.844332
1617	1	781.833941
1622	1	758.339331
1627	1	735.981557
1632	1	715.139565
1637	1	695.403016
1642	1	686.181510
1647	1	667.240037
1652	1	643.064736
1657	1	617.394056
1662	1	593.966446
1667	1	574.028053
1672	1	556.802843
1677	1	531.596777
1307	2	995.823442
1312	2	981.390434
1317	2	981.390434
1322	2	983.736037
1327	2	997.027788
1332	2	1018.920085
1337	2	1017.356349
1342	2	1011.883275
1347	2	982.172302
1352	2	921.968487
1357	2	866.455878
1362	2	825.016889
1367	2	791.396577
1372	2	768.722413
1377	2	754.648794
1382	2	744.484513
1387	2	744.484513
1392	2	742.920778
1397	2	729.629026
1402	2	700.699921
1407	2	670.988947
1412	2	649.096651
1417	2	635.804900
1422	2	627.204355
1427	2	631.113693
1432	2	628.754101
1437	2	614.355679
1442	2	604.842435
1447	2	575.788475
1452	2	569.103493
1457	2	556.247758
1462	2	548.791432
1467	2	546.991630
1472	2	549.819891
1477	2	553.676611
1482	2	547.505859
1487	2	529.507831
1492	2	511.252687
1497	2	498.024573
1502	2	491.794567
1507	2	489.085869
1512	2	491.794567
1517	2	499.378922
1522	2	495.857614
1527	2	483.126734
1532	2	468.499765
1537	2	460.102801
1542	2	455.498015
1547	2	455.768884
1552	2	460.915410
1557	2	469.583244
1562	2	467.468475
1567	2	456.194963
1572	2	443.343159
1577	2	436.804522
1582	2	434.775290
1587	2	436.579052
1592	2	443.794100
1597	2	448.078034
1602	2	444.695981
1607	2	434.549820
1612	2	425.981951
1617	2	421.247076
1622	2	421.247076
1627	2	426.883832
1632	2	435.226231
1637	2	441.338978
1642	2	440.300945
1647	2	431.848396
1652	2	425.620203
1657	2	423.099267
1662	2	426.954816
1667	2	434.369332
1672	2	438.858763
1677	2	442.330398
1307	3	3068.305841
1312	3	3083.651025
1317	3	3092.131258
1322	3	3103.438236
1327	3	3109.899366
1332	3	3120.802524
1337	3	3126.859833
1342	3	3133.320963
1347	3	3151.089072
1352	3	3170.472462
1357	3	3188.644391
1362	3	3207.623961
1367	3	3225.795890
1372	3	3247.198384
1377	3	3264.158851
1382	3	3281.523138
1387	3	3293.637757
1392	3	3298.887425
1397	3	3309.386762
1402	3	3323.924305
1407	3	3336.038924
1412	3	3349.768826
1417	3	3356.633777
1422	3	3373.190423
1427	3	3383.285939
1432	3	3393.381455
1437	3	3405.092254
1442	3	3423.668003
1447	3	3440.628470
1452	3	3457.185116
1457	3	3475.061623
1462	3	3491.532367
1467	3	3508.339250
1472	3	3521.112481
1477	3	3531.532748
1482	3	3542.625290
1487	3	3557.751484
1492	3	3569.852440
1497	3	3585.314772
1502	3	3599.432553
1507	3	3611.533508
1512	3	3621.953775
1517	3	3629.684941
1522	3	3636.407694
1527	3	3644.811136
1532	3	3653.550714
1537	3	3661.954156
1542	3	3670.357597
1547	3	3676.744212
1552	3	3683.130828
1557	3	3689.181305
1562	3	3695.904058
1567	3	3702.962949
1572	3	3708.005014
1577	3	3715.400042
1582	3	3719.433694
1587	3	3725.820309
1592	3	3733.551475
1597	3	3736.912851
1602	3	3738.257402
1607	3	3743.299467
1612	3	3746.996981
1617	3	3748.005394
1622	3	3750.022220
1627	3	3752.039046
1632	3	3753.719734
1637	3	3756.286401
1642	3	3756.868001
1647	3	3756.868001
1652	3	3756.868001
1657	3	3759.388267
1662	3	3763.459467
1667	3	3766.561333
1307	4	894.142573
1312	4	901.350700
1317	4	910.721266
1322	4	922.494541
1327	4	927.299959
1332	4	929.462397
1337	4	929.462397
1342	4	926.098604
1347	4	916.968310
1352	4	909.519911
1357	4	906.156119
1362	4	903.993680
1367	4	907.838015
1372	4	912.643433
1377	4	922.254270
1382	4	934.748357
1387	4	935.469170
1392	4	934.267815
1397	4	930.423481
1402	4	926.819417
1407	4	927.059688
1412	4	933.306732
1417	4	945.800819
1422	4	957.093552
1427	4	957.574094
1432	4	955.171385
1437	4	950.846508
1442	4	941.716214
1447	4	934.508086
1452	4	933.306732
1457	4	932.718865
1462	4	938.118863
1467	4	948.518860
1472	4	946.118861
1477	4	940.118863
1482	4	931.318866
1487	4	924.518868
1492	4	920.118870
1497	4	918.318870
1502	4	921.918869
1507	4	927.918867
1512	4	931.118866
1517	4	927.118867
1522	4	919.918870
1527	4	911.518873
1532	4	906.518874
1537	4	906.318875
1542	4	909.718873
1547	4	914.918872
1552	4	918.718870
1557	4	915.718871
1562	4	906.918874
1567	4	902.318876
1572	4	899.318877
1577	4	899.118877
1582	4	899.918877
1587	4	904.318875
1592	4	906.918874
1597	4	903.318876
1602	4	897.918878
1607	4	895.118878
1612	4	893.518879
1617	4	893.318879
1622	4	894.318879
1627	4	894.918879
1632	4	895.718878
1637	4	895.644790
1642	4	894.260596
1647	4	892.299654
1652	4	889.646615
1657	4	887.916373
1662	4	888.839169
1667	4	891.261509
